,Unnamed: 0.1,Unnamed: 0,설치기관명,설치기관주소,월요일,화요일,수요일,목요일,금요일,토요일,일요일,공휴일
3524,3524,3524,한양대학교 (경영관 1층 로비),"서울특별시 성동구 왕십리로 222, 한양대학교 (사근동)",00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
3525,3525,3525,한양대학교 (국제관 2층),"서울특별시 성동구 왕십리로 222, 한양대학교 (사근동)",00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
3526,3526,3526,한양대학교 (제2공학관 3층),"서울특별시 성동구 왕십리로 222, 한양대학교 (사근동)",00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
3527,3527,3527,한양대학교 (제1공학관 1층),"서울특별시 성동구 왕십리로 222, 한양대학교 (사근동)",00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
3528,3528,3528,한양대학교 (제2학생생활관 2층 복도),"서울특별시 성동구 왕십리로 222, 한양대학교 (사근동)",00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
3529,3529,3529,한양대학교 (제1학생생활관1층 복도),"서울특별시 성동구 왕십리로 222, 한양대학교 (사근동)",00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
3530,3530,3530,한양대학교 (올림픽체육관 4층 관람석),"서울특별시 성동구 왕십리로 222, 한양대학교 (사근동)",00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
3531,3531,3531,한양대학교 (올림픽체육관 3층 복도),"서울특별시 성동구 왕십리로 222, 한양대학교 (사근동)",06:00~20:00,06:00~20:00,06:00~20:00,06:00~20:00,06:00~20:00,06:00~20:00,,
3532,3532,3532,한양대학교 (역사관 1층),"서울특별시 성동구 왕십리로 222, 한양대학교 (사근동)",06:00~20:00,06:00~20:00,06:00~20:00,06:00~20:00,06:00~20:00,06:00~20:00,,
3533,3533,3533,응봉동주민센터 (1층 복사기옆),"서울특별시 성동구 독서당로 424, 응봉동주민센터 (응봉동)",09:00~18:00,09:00~18:00,09:00~18:09,09:00~18:00,09:00~18:00,,,
3534,3534,3534,송정동주민센터 (민원실 복지소식함 옆),"서울특별시 성동구 동일로43길 13, 송정동주민센터 (송정동)",09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,
3535,3535,3535,성수고등학교 (본관1층 현관),"서울특별시 성동구 서울숲길 18, 성수중,고등학교 (성수동1가)",08:00~16:00,08:00~16:00,08:00~16:00,08:00~16:00,08:00~16:00,,,
3536,3536,3536,성수1가2동주민센터 (주민센터 입구 안쪽),"서울특별시 성동구 왕십리로5길 3, 성수1가제2동 공공복합청사 (성수동1가)",09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,
3537,3537,3537,성수1가1동주민센터 (사무실 안 동장실 우측),"서울특별시 성동구 뚝섬로3길 18, 성수1가제1동주민센터 (성수동1가)",09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,
3538,3538,3538,성동노인종합복지관 (성동노인종합복지관 1층),"서울특별시 성동구 마조로 77, 성동노인종합복지관 (마장동)",00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
3539,3539,3539,성동구민체육센터 (1층로비),"서울특별시 성동구 왕십리로 89, 성동구민종합체육쎈터 (성수동1가)",00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,2400:00~24:00,00:00~24:00
3540,3540,3540,성동구민체육센터 (2층복도),"서울특별시 성동구 왕십리로 89, 성동구민종합체육쎈터 (성수동1가)",00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,2400:00~24:00,00:00~24:00
3541,3541,3541,성동구민체육센터 (3층 헬스장 입구),"서울특별시 성동구 왕십리로 89, 성동구민종합체육쎈터 (성수동1가)",00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,2400:00~24:00,00:00~24:00
3542,3542,3542,성동구민체육센터 (지하2층 수영장),"서울특별시 성동구 왕십리로 89, 성동구민종합체육쎈터 (성수동1가)",00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,2400:00~24:00,00:00~24:00
3543,3543,3543,성동구립용답도서관 (1층 종합안내),"서울특별시 성동구 용답중앙3길 10, 성동구립용답도서관 (용답동)",09:00~18:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~20:00,09:00~20:00,
3544,3544,3544,행당초등학교 (1층 보건실 옆 복도),서울특별시 성동구 고산자로8길 6 (행당동),08:30~19:00,08:30~19:00,08:30~19:00,08:30~19:00,08:30~19:00,,,
3545,3545,3545,서울특별시립게스트하우스 (사무실앞),서울특별시 성동구 가람길 125(송정동),00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
3546,3546,3546,서울응봉초등학교 (중앙현관 1층 숙직실 옆),서울특별시 성동구 독서당로62길 28  (응봉동),08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,,,
3547,3547,3547,옥정초등학교 (1층 보건실 앞),"서울특별시 성동구 한림말길 43, 옥정초등학교 (옥수동)",08:30~16:30,08:30~16:30,08:30~16:30,08:30~16:30,08:30~16:30,,,
3548,3548,3548,서울시중랑물재생센터(서울하수도과학관) (서울하수도과학관 2층),"서울특별시 성동구 자동차시장3길 64  (용답동, 중랑물재생센터)",,09:00~17:00,09:00~17:00,09:00~17:00,09:00~17:00,09:00~17:00,09:00~17:00,09:00~17:00
3549,3549,3549,서울시중랑물재생센터(서울하수도과학관) (서울하수도과학관 1층),"서울특별시 성동구 자동차시장3길 64  (용답동, 중랑물재생센터)",,09:00~17:00,09:00~17:00,09:00~17:00,09:00~17:00,09:00~17:00,09:00~17:00,09:00~17:00
3550,3550,3550,성동청소년수련관 (지하1층 수영장 비상대피로 옆),서울특별시 성동구 고산자로 260 (행당동),06:00~22:00,06:00~22:00,06:00~22:00,06:00~22:00,06:00~22:00,09:00~18:00,,
3551,3551,3551,테크노마트(강변점) (지하1층 안내데스크),서울특별시 광진구 광나루로56길 85 .,10:00~20:00,10:00~20:00,10:00~20:00,10:00~20:00,10:00~20:00,10:00~20:00,10:00~20:00,10:00~20:00
3552,3552,3552,서울특별시한강사업본부 (1층 상황실),서울특별시 성동구 강변북로 257  (성수동1가),00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
3553,3553,3553,중곡문화센터도서관 (3층 도서관운영팀 왼쪽),"서울특별시 광진구 능동로 433, 중곡문화체육센터 (중곡동)",09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~17:00,24509:00~17:00,
3554,3554,3554,자양종합사회복지관 (지하1층 경로식당입구),"서울특별시 광진구 자양번영로 35, 자양3세대종합복지센터 (자양동)",09:00~17:30,09:00~17:30,09:00~17:30,09:00~17:30,09:00~17:30,09:00~12:30,,
3555,3555,3555,자양종합사회복지관 (4층 로비),"서울특별시 광진구 자양번영로 35, 자양3세대종합복지센터 (자양동)",,,,,,09:00~12:30,,
3556,3556,3556,서울숲공원관리사무소 (커뮤니티센터 2층),"서울특별시 성동구 뚝섬로 273, 서울숲 관리사무소 (성수동1가)",00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
3557,3557,3557,서울숲공원관리사무소 (방문자센터 1층),"서울특별시 성동구 뚝섬로 273, 서울숲 관리사무소 (성수동1가)",00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,,,
3558,3558,3558,서울숲공원 (서울숲 공원 내부),서울특별시 성동구 뚝섬로 273 서울숲 공원,10:00~17:00,10:00~17:00,10:00~17:00,10:00~17:00,10:00~17:00,,,
3559,3559,3559,서울숲공원 (서울숲 공원 내부 커뮤니티 센터 2층),서울특별시 성동구 뚝섬로 273 서울숲 공원,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,
3560,3560,3560,서울숲공원 (서울숲 공원 내부 체육공원),서울특별시 성동구 뚝섬로 273 서울숲 공원,08:00~17:00,08:00~17:00,08:00~17:00,08:00~17:00,08:00~17:00,08:00~17:00,09:00~18:00,08:00~17:00
3561,3561,3561,자양고등학교 (자양고등학교 체육관 1층 입구),서울특별시 광진구 뚝섬로37길 28 자양고등학교 (자양동),08:00~16:00,08:00~16:00,08:00~16:00,08:00~16:00,08:00~16:00,,,
3562,3562,3562,자양3동주민센터 (민원실 내),"서울특별시 광진구 뚝섬로 568, 자양제3동주민센터 (자양동)",09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,
3563,3563,3563,자양1파출소 (1층 안쪽 계단 근처),"서울특별시 광진구 자양번영로 80, 자양1파출소 (자양동)",00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
3564,3564,3564,자양10차현대홈타운 (관리동 1층),서울특별시 광진구 뚝섬로34길 25-19 .,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,200:00~24:00,00:00~24:00
3565,3565,3565,이튼타워리버5차아파트 (정문 경비실 내),서울특별시 광진구 능동로4길 40 .,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
3566,3566,3566,이튼타워리버3차아파트 (B동 1층 현관),서울특별시 광진구 능동로 18 .,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
3567,3567,3567,이마트자양점 (스타시티 B1 이마트 고객만족센터 좌측 벽면),서울특별시 광진구 아차산로 272 B1 이마트 자양점 (자양동),10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,13510:00~23:00,10:00~23:00
3568,3568,3568,어린이대공원역 (대합실 지하 2층 카드게이트 벽면건대입구 방향),서울특별시 광진구 능동로 지하 210 .,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
3569,3569,3569,양진중학교 (2층 후관 입구 문 옆),서울특별시 광진구 워커힐로 32 (광장동),00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
3570,3570,3570,스타시티영존빌딩 (A동 4층),"서울특별시 광진구 능동로 110, 영존빌딩 (화양동)",00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
3571,3571,3571,스타시티몰 (지하1층 이마트 카트보관소 옆),"서울특별시 광진구 아차산로 262 (자양동, 더샵스타시티)",00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
3572,3572,3572,세종초등학교 (1층~지하1층 계단 복도),서울특별시 광진구 군자로 114 .,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
3573,3573,3573,세종대학교 (학생회관 1층),서울특별시 광진구 능동로 209 .,06:00~22:00,06:00~22:00,06:00~22:00,06:00~22:00,06:00~22:00,06:00~22:00,06:00~22:00,06:00~22:00
3574,3574,3574,세종대학교 (도서관 1층),서울특별시 광진구 능동로 209 .,06:00~22:00,06:00~22:00,06:00~22:00,06:00~22:00,06:00~22:00,06:00~22:00,06:00~22:00,06:00~22:00
3575,3575,3575,세종대학교 (집현관 1층),서울특별시 광진구 능동로 209 .,06:00~22:00,06:00~22:00,06:00~22:00,06:00~22:00,06:00~22:00,06:00~22:00,06:00~22:00,06:00~22:00
3576,3576,3576,세종대학교 (광개토관 1층 로비 경비실 옆),서울특별시 광진구 능동로 209 .,06:00~22:00,06:00~22:00,06:00~22:00,06:00~22:00,06:00~22:00,06:00~22:00,06:00~22:00,06:00~22:00
3577,3577,3577,금옥초등학교 (1층 보건실),서울특별시 성동구 독서당로 251 (금호동4가),08:00~17:00,08:00~17:00,08:00~17:00,08:00~17:00,08:00~17:00,,,
3578,3578,3578,세종대학교 (군자관 1층),서울특별시 광진구 능동로 209 .,06:00~22:00,06:00~22:00,06:00~22:00,06:00~22:00,06:00~22:00,06:00~22:00,06:00~22:00,06:00~22:00
3579,3579,3579,세종대학교 (율곡관 1층),서울특별시 광진구 능동로 209 .,06:00~22:00,06:00~22:00,06:00~22:00,06:00~22:00,06:00~22:00,06:00~22:00,06:00~22:00,06:00~22:00
3580,3580,3580,경수초등학교 (1층 중앙현관),서울특별시 성동구 뚝섬로13길 22 (성수동2가),08:30~16:30,08:30~16:30,08:30~16:30,08:30~16:30,08:30~16:30,,,
3581,3581,3581,선화예술중학교 (솔거1관 현관),서울특별시 광진구 천호대로 664 (능동),00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
3582,3582,3582,장안초등학교 (본관 1층 현관),서울특별시 광진구 군자로 74 (군자동),08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,,,
3583,3583,3583,서울어린이대공원 (열대동물관 당직실 입구),"서울특별시 광진구 능동로 216, 어린이대공원 (능동)",00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
3584,3584,3584,서울어린이대공원 (정문고객안내센터),"서울특별시 광진구 능동로 216, 어린이대공원 (능동)",00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
3585,3585,3585,서울어린이대공원 (구의문 초소앞),"서울특별시 광진구 능동로 216, 어린이대공원 (능동)",00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
3586,3586,3586,서울시립광진청소년수련관 (1층 로비안내데스크 앞),서울특별시 광진구 구천면로 2,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:30~18:00,
3587,3587,3587,7호선 중곡역 (중곡역 지하2층 아이센터 옆),서울특별시 광진구 능동로 지하 417 지하2층,05:30~23:59,05:30~23:59,05:30~23:59,05:30~23:59,05:30~23:59,05:30~23:55,05:30~23:55,05:30~23:55
3588,3588,3588,5호선 광나루역 (지하2층 대합실 아이센터 우측 벽면),서울특별시 광진구 아차산로 지하 571 .,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
3589,3589,3589,5호선 아차산역 (지하2층 아이센터 옆),서울특별시 광진구 천호대로 지하 657 .,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
3590,3590,3590,서울광진학교 (1층 보건실 안),"서울특별시 광진구 강변역로 18, 서울광진학교 (구의동)",09:00~16:00,09:00~16:00,09:00~16:00,09:00~16:00,09:00~16:00,,,
3591,3591,3591,자양파출소(자양3동) (1층 출입구 안),서울특별시 광진구 뚝섬로36길 9 .,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
3592,3592,3592,서울광장초등학교 (1층 보건실 맞은편 벽면),"서울특별시 광진구 광장로1길 27, 서울광장초등학교 (광장동)",00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
3593,3593,3593,광양고등학교 (1층 교무실 앞),서울특별시 광진구 자양로3가길 31 .,08:00~16:00,08:00~16:00,08:00~16:00,08:00~16:00,08:00~16:00,,,
3594,3594,3594,광남고등학교 (1층 교무실 벽면),"서울특별시 광진구 아차산로70길 17-16, 광남고등학교 (광장동)",08:00~16:00,08:00~16:00,08:00~16:00,08:00~16:00,08:00~16:00,,,
3595,3595,3595,롯데백화점(건대점) (정문),서울특별시 광진구 능동로 92 .,10:30~20:30,10:30~20:30,10:30~20:30,10:30~20:30,10:30~20:30,10:30~20:30,00:00~24:00,10:30~20:30
3596,3596,3596,뚝섬한강공원수영장 (뚝섬한강공원수영장),"서울특별시 광진구 강변북로 139, 한강공원뚝섬안내센터 (자양동)",09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00
3597,3597,3597,서울숲대림아파트 (대림로즈빌아파트),서울특별시 성동구 뚝섬로 311 대림로즈빌아파트,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
3598,3598,3598,동부참사랑요양병원 (2층 병동 복도),"서울특별시 광진구 동일로 154, 동부참사랑요양병원 2층 (화양동)",00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
3599,3599,3599,동국대부속여자고등학교 (본관 중앙현관 인쇄실 앞),서울특별시 광진구 광나루로36길 47 (구의동),00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
3600,3600,3600,대원여자고등학교 (장안관 1층 로비),"서울특별시 광진구 용마산로22길 26, 대원여자고등학교 (중곡동)",08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,,,
3601,3601,3601,구의중학교 (본관 1층),"서울특별시 광진구 광나루로30길 80, 구의중학교 (화양동)",08:00~16:00,08:00~16:00,08:00~16:00,08:00~16:00,08:00~16:00,08:00~16:00,00:00~24:00,08:00~16:00
3602,3602,3602,구의야구공원 (관리사무실),서울특별시 광진구 워커힐로 57-30 .,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,
3603,3603,3603,구의2동주민센터 (1층사무실 중간 수납장 위),"서울특별시 광진구 광나루로37길 24-6, 엠디타워 1층 (구의동)",09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,
3604,3604,3604,광진한울촌요양시설 (1층 물리치료실 비상구 옆),서울특별시 광진구 군자로 79 (군자동),09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00
3605,3605,3605,광진원광실버센터 (센터내 4층),서울특별시 광진구 아차산로63길 35 (구의동),00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
3606,3606,3606,광진시니어클럽 (1층 교육실),서울특별시 광진구 자양번영로7길 16-9 (자양동),09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,
3607,3607,3607,광진문화예술회관 (지하1층 수영장 내 직원대기실 안),"서울특별시 광진구 능동로 76, 광진문화예술회관 및 구의회청사 (자양동)",06:00~22:00,06:00~22:00,06:00~22:00,06:00~22:00,06:00~22:00,09:00~18:00,1309:00~18:00,
3608,3608,3608,광진구수어통역센터 (광진구수어통역센터 사무실내),"서울특별시 광진구 아차산로 417, 3층 (구의동)",09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,
3609,3609,3609,광진구민체육센터 (2층 헬스장 입구),"서울특별시 광진구 구천면로 14, 광진구민체육센타 (광장동)",06:00~22:00,06:00~22:00,06:00~22:00,06:00~22:00,06:00~22:00,09:00~18:00,13509:00~18:00,
3610,3610,3610,광장종합사회복지관 (1층현관 입구 안 홀),"서울특별시 광진구 아차산로66길 8, 광장종합사회복지회관 (광장동)",08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,,,
3611,3611,3611,광장동실내배드민턴장 (배드민턴장 1층로비),서울특별시 광진구 천호대로140길 40 실내배드민턴장,06:00~22:00,06:00~22:00,06:00~22:00,06:00~22:00,06:00~22:00,09:00~17:30,234507:00~19:30,
3612,3612,3612,7호선 건대입구역 (지하2층 가 게이트 좌측),서울특별시 광진구 능동로 지하 110 .,05:30~24:00,05:30~24:00,05:30~24:00,05:30~24:00,05:30~24:00,05:30~24:00,05:30~24:00,05:30~24:00
3613,3613,3613,2호선 건대입구역 (고객안내부스 옆),서울특별시 광진구 아차산로 243 .,04:50~25:00,04:50~25:00,04:50~25:00,04:50~25:00,04:50~25:00,04:50~24:00,05:00~24:00,04:50~24:00
3614,3614,3614,건국대학교 (건국대학교 학생회관 1층 로비),"서울특별시 광진구 능동로 120, 건국대학교 (화양동)",09:00~17:30,09:00~17:30,09:00~17:30,09:00~17:30,09:00~17:30,,,
3615,3615,3615,건국대학교 (쿨하우스 1층),"서울특별시 광진구 능동로 120, 건국대학교 (화양동)",09:00~17:30,09:00~17:30,09:00~17:30,09:00~17:30,09:00~17:30,,,
3616,3616,3616,건국대학교 (공학관 1층 로비),"서울특별시 광진구 능동로 120, 건국대학교 (화양동)",09:00~17:30,09:00~17:30,09:00~17:30,09:00~17:30,09:00~17:30,,,
3617,3617,3617,건국대학교 (체육관 1층),"서울특별시 광진구 능동로 120, 건국대학교 (화양동)",09:00~17:30,09:00~17:30,09:00~17:30,09:00~17:30,09:00~17:30,,,
3618,3618,3618,건국대학교 (도서관 3층),"서울특별시 광진구 능동로 120, 건국대학교 (화양동)",09:00~17:30,09:00~17:30,09:00~17:30,09:00~17:30,09:00~17:30,,,
3619,3619,3619,건국대학교 (새천년기념관1층),"서울특별시 광진구 능동로 120, 건국대학교 (화양동)",09:00~17:30,09:00~17:30,09:00~17:30,09:00~17:30,09:00~17:30,,,
3620,3620,3620,sk네트웍스(주)워커힐 (그랜드워커힐 호텔 지하2층 건강관리실),서울특별시 광진구 워커힐로 177  (광장동),00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
3621,3621,3621,sk네트웍스(주)워커힐 (더글라스 건물 1층 로비),서울특별시 광진구 워커힐로 177  (광장동),00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
3622,3622,3622,sk네트웍스(주)워커힐 (비스타호텔 보안과 사무실 내),서울특별시 광진구 워커힐로 177  (광장동),00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
3623,3623,3623,sk네트웍스(주)워커힐 (비스타호텔 1층 프론트),서울특별시 광진구 워커힐로 177  (광장동),00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
3624,3624,3624,서울방송고등학교 (본관2층 엘레베이터 앞),"서울특별시 성동구 동호로5길 131, 서울방송고등학교 (옥수동)",09:00~17:00,09:00~17:00,09:00~17:00,09:00~17:00,09:00~17:00,,,
3625,3625,3625,서울무학초등학교 (1층 본관 좌측 보건실 앞),"서울특별시 성동구 무학봉15길 21, 무학초등학교 (하왕십리동)",08:30~16:30,08:30~16:30,08:30~16:30,08:30~16:30,08:30~16:30,,,
3626,3626,3626,서울동호초등학교 (2층 출입문 새뜰반 입구),"서울특별시 성동구 동호로5길 131, 서울방송고등학교 (옥수동)",00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
3627,3627,3627,서울동명초등학교 (본관 1층 동쪽 현관행정실 앞),"서울특별시 성동구 마장로29길 29, 동명초등학교 (마장동)",08:00~17:00,08:00~17:00,08:00~17:00,08:00~17:00,08:00~17:00,,,
3628,3628,3628,서울경일초등학교 (1층 교무실 앞),"서울특별시 성동구 뚝섬로 332, 경일초등학교 (성수동1가)",08:40~16:40,08:40~16:40,08:40~16:40,08:40~16:40,08:40~16:40,00:00~24:00,00:00~24:00,00:00~24:00
3629,3629,3629,서울경동초등학교 (1층 보건실 앞 복도),"서울특별시 성동구 성수일로 34, 경동초등학교 (성수동1가)",08:30~16:30,08:30~16:30,08:30~16:30,08:30~16:30,08:30~16:30,,,
3630,3630,3630,서울경동유치원 (1층 로비),"서울특별시 성동구 성수일로 34, 경동초등학교 (성수동1가)",09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,,,
3631,3631,3631,무학중학교 (체육관 건물 1층 보건실 옆),서울특별시 성동구 행당로 120  (행당동),08:30~16:30,08:30~16:30,08:30~16:30,08:30~16:30,08:30~16:30,09:00~12:00,500:00~24:00,09:00~12:00
3632,3632,3632,마장중학교 (1층 행정실 앞),서울특별시 성동구 마장로35나길 31 (마장동),09:00~16:00,09:00~16:00,09:00~16:00,09:00~16:00,09:00~16:00,,,
3633,3633,3633,마장동주민센터 (출입구 우측벽),"서울특별시 성동구 마장로42길 11, 마장동주민센터 (마장동)",09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,
3634,3634,3634,동마중학교 (1층 보건실 앞),서울특별시 성동구 마조로11길 18 동마중학교,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
3635,3635,3635,덕수고등학교 (본관1층 중앙현관),"서울특별시 성동구 왕십리로 199, 덕수고등학교 (행당동)",08:00~17:00,08:00~17:00,08:00~17:00,08:00~17:00,08:00~17:00,,,
3636,3636,3636,금호고등학교 (1층 중앙현관(엘레베이터 옆)),서울특별시 성동구 금호로 118  (금호동1가),00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,500:00~24:00,00:00~24:00
3637,3637,3637,금호1가동주민센터 (주민센터 내부),"서울특별시 성동구 행당로 15, 금호1가동주민센터 (금호동1가)",09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,
3638,3638,3638,광희중학교 (1층 보건실 입구),"서울특별시 성동구 독서당로62길 46, 광희중학교 (응봉동)",08:20~16:20,08:20~16:20,08:20~16:20,08:20~16:20,08:20~16:20,09:00~12:00,09:00~12:00,09:00~12:00
3639,3639,3639,경일고등학교 (본관1층 중앙현관 옆),서울특별시 성동구 성수일로 27 (성수동1가),00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
3640,3640,3640,5호선답십리역 (지하 2층 대합실),"서울특별시 성동구 천호대로 지하 300, 답십리역 지하2층 (용답동)",05:30~24:00,05:30~24:00,05:30~24:00,05:30~24:00,05:30~24:00,05:30~24:00,05:30~24:00,05:30~24:00
3641,3641,3641,2호선한양대역 (한양대역 역무실 앞),"서울특별시 성동구 왕십리로 206, 한양대역 (행당동)",00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
3642,3642,3642,2호선성수역 (성수역 역무실 앞),"서울특별시 성동구 아차산로 100, 성수역 (성수동2가)",05:00~24:00,05:00~24:00,05:00~24:00,05:00~24:00,05:00~24:00,05:00~24:00,00:00~24:00,05:00~24:00
3643,3643,3643,재단법인씨젠의료재단씨젠의원 (1층 로비),"서울특별시 성동구 천호대로 320, 장안빌딩 (용답동)",00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,,
