,Unnamed: 0.1,Unnamed: 0,설치기관명,설치기관주소,월요일,화요일,수요일,목요일,금요일,토요일,일요일,공휴일
3644,3644,3644,이문푸르지오1차아파트 (관리동 관리사무소 내),"서울특별시 동대문구 한천로58길 139(이문동, 이문1차 푸르지오 아파트)",00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
3645,3645,3645,서희스타힐스 (주출입문 입구(A동 1층)),"서울특별시 동대문구 장한로20길 7(장안동, 서희스타힐스)",00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
3646,3646,3646,효창동주민센터 (민원실 안쪽),서울특별시 용산구 효창원로 161,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,
3647,3647,3647,경의중앙선 효창공원역 (지하1층 수유실 옆),서울특별시 용산구 원효로71길 40 경의중앙선 효창공원앞역,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
3648,3648,3648,6호선 효창공원역 (지하 2층 대합실 아이센터앞 벽면),서울특별시 용산구 백범로 지하287,05:30~25:00,05:30~25:00,05:30~25:00,05:30~25:00,05:30~25:00,05:30~24:00,05:30~24:00,05:30~24:00
3649,3649,3649,혜심원 (혜심원 신관 1층),서울특별시 용산구 소월로2나길 18 (후암동),00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
3650,3650,3650,경의중앙선 한남역 (역사무실 옆벽면),서울특별시 용산구 독서당로6길 12-13 역사무실,04:30~24:30,04:30~24:30,04:30~24:30,04:30~24:30,04:30~24:30,04:30~24:30,00:00~24:00,04:30~24:30
3651,3651,3651,한남동주민센터 (1층 민원실),서울특별시 용산구 대사관로5길 1,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,
3652,3652,3652,6호선 한강진역 (지하1층 i-센터 측면),서울특별시 용산구 이태원로 지하287,05:00~24:00,05:00~24:00,05:00~24:00,05:00~24:00,05:00~24:00,05:00~24:00,05:00~24:00,05:00~24:00
3653,3653,3653,한강중학교 (1층 중앙 현관),서울특별시 용산구 녹사평대로 73,08:00~16:30,08:00~16:30,08:00~16:30,08:00~16:30,08:00~16:30,,,
3654,3654,3654,한강로피트니스센터(용산구시설관리공단) (지하1층 헬스장 상담실 외벽 레그프레스 기구 옆),서울특별시 용산구 서빙고로 17 (한강로3가),06:00~22:00,06:00~22:00,06:00~22:00,06:00~22:00,06:00~22:00,06:00~18:00,,
3655,3655,3655,폴리텍서울정수캠퍼스 (제3 교육동 1층 현관입구),서울특별시 용산구 보광로 73,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,
3656,3656,3656,폴리텍서울정수캠퍼스 (생활관 2층 학생처),서울특별시 용산구 보광로 73,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,
3657,3657,3657,트럼프월드3차한APT (101동 2층 로비 데스크),서울특별시 용산구 한강대로 26 관리사무소,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
3658,3658,3658,청파노인복지관 (4층 종합사무실과 상담실 사이),서울특별시 용산구 청파로83길 26,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,,,
3659,3659,3659,주차장 통합사무실(용산구시설관리공단) (통합사무실 내),서울특별시 용산구 청파로 74 뒤 용산전자상가 공영주차장 통합사무실,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00
3660,3660,3660,제4 공영주차장(용산구시설관리공단) (제4 공영주차장 정산부스 내),서울특별시 용산구 새창로44길 10 건너편 용산전자상가 제4 공영주차장,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,,
3661,3661,3661,제3 공영주차장(용산구시설관리공단) (용산전자상가 제3 공영주차장),서울특별시 용산구 청파로 74 용산전자상가 제3 공영주차장,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00
3662,3662,3662,제2 공영주차장(용산구시설관리공단) (제2 공영주차장 정산부스 내),서울특별시 용산구 청파로 100 건너편 용산전자상가 제2 공영주차장,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00
3663,3663,3663,제1 공영주차장(용산구시설관리공단) (제1 공영주차장 정산부스 내),서울특별시 용산구 청파로20길 83 건너편 용산전자상가 제1 공영주차장,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00
3664,3664,3664,이태원초등학교 (수영장 프론트 앞),서울특별시 용산구 녹사평대로40길 19 교육문화관 수영장,06:00~22:00,06:00~22:00,06:00~22:00,06:00~22:00,06:00~22:00,09:00~14:00,,
3665,3665,3665,이태원초등학교 (본관2층 교무실 앞),서울특별시 용산구 녹사평대로40길 19,08:00~17:00,08:00~17:00,08:00~17:00,08:00~17:00,08:00~17:00,,,
3666,3666,3666,이태원2동주민센터 (민원실 내부),서울특별시 용산구 회나무로13길 58,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,
3667,3667,3667,4호선 이촌역 (나 게이트 상선방향 5M),서울특별시 용산구 서빙고로 지하83,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
3668,3668,3668,이촌2동주민센터 (이촌제2동 주민센터 민원실),서울특별시 용산구 이촌로18길 20,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,
3669,3669,3669,원효로1동주민센터 (원효로제1동주민센터 민원실 내),서울특별시 용산구 백범로 350 원효로1동 주민센터,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,
3670,3670,3670,용산청년지음(용산구시설관리공단) (공간 내 공용oa실 모니터 옆),서울특별시 용산구 서빙고로 17 (한강로3가),10:00~22:00,10:00~22:00,10:00~22:00,10:00~22:00,10:00~22:00,10:00~17:00,,
3671,3671,3671,용산세무서 (세무소 내 1층 민원실 입구 옆),"서울특별시 용산구 서빙고로24길 15, 용산세무서 (한강로3가)",09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,
3672,3672,3672,용산도담도담실내놀이터(용산구시설관리공단) (실내놀이터 내부 입구 왼쪽),서울특별시 용산구 서빙고로 17 (한강로3가),09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,
3673,3673,3673,용산꿈나무종합타운 (꿈나무종합타운 1층 안내접수처),서울특별시 용산구 백범로 329 꿈나무종합타운 (원효로1가),09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~17:00,09:00~17:00,
3674,3674,3674,용산구시설관리공단 본부(용산구시설관리공단) (1층 사무실 안),서울특별시 용산구 효창원로69가길 2 (효창동),09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,
3675,3675,3675,용산경찰서(본청) (교통조사계 복도),서울특별시 용산구 원효로89길 24 용산경찰서,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
3676,3676,3676,용문동주민센터 (1층 민원실),서울특별시 용산구 새창로12길 13,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,
3677,3677,3677,오산중학교 (1층 복도 중앙),서울특별시 용산구 보광로7길 17,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
3678,3678,3678,영락애니아의집 (본 시설 2층 중앙 의무실),서울특별시 용산구 후암로4길 70,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
3679,3679,3679,영락보린원 (현관 입구 좌측),"서울특별시 용산구 후암로4길 70, 영락보린원 (후암동)",09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,,
3680,3680,3680,신용산초등학교 (보건실 내),서울특별시 용산구 이촌로 255 신용산초등학교 (이촌동),08:30~16:30,08:30~16:30,08:30~16:30,08:30~16:30,08:30~16:30,,,
3681,3681,3681,신용산초등학교 (중앙현광 1층 통로),서울특별시 용산구 이촌로 255 신용산초등학교 (이촌동),08:30~20:00,08:30~20:00,08:30~20:00,08:30~20:00,08:30~20:00,08:30~14:00,,
3682,3682,3682,신광여자고등학교 (본관 중앙현관),서울특별시 용산구 청파로 263 신광여자고등학교,08:00~17:00,08:00~17:00,08:00~17:00,08:00~17:00,08:00~17:00,,,
3683,3683,3683,시립청소년미디어센터 (1층 로비),서울특별시 용산구 한강대로 255,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~18:00,09:00~18:00
3684,3684,3684,시립용산노인복지관 (1층 정문 출입문 옆),서울특별시 용산구 독서당로11길 16,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,
3685,3685,3685,순천향대학교 서울병원 (별관9층 간호사실 안쪽),서울특별시 용산구 대사관로 59 순천향대학교 서울병원,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
3686,3686,3686,순천향대학교 서울병원 (향설교육관2층 직업환경의학과11잔료실),서울특별시 용산구 대사관로 59 순천향대학교 서울병원,08:00~17:00,08:00~17:00,08:00~17:00,08:00~17:00,08:00~17:00,,,
3687,3687,3687,순천향대학교 서울병원 (별관 지하 1층 CT검사실),서울특별시 용산구 대사관로 59 순천향대학교 서울병원,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,
3688,3688,3688,순천향대학교 서울병원 (사이버나이프센터 내 CT실 안쪽),서울특별시 용산구 대사관로 59 순천향대학교 서울병원,08:00~17:00,08:00~17:00,08:00~17:00,08:00~17:00,08:00~17:00,,,
3689,3689,3689,숙명여대기숙사 (기숙사 명재관 로비),서울특별시 용산구 청파로47길 100 숙명여자대학교 기숙사 명재관,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
3690,3690,3690,4호선 숙대입구역 (지하1층 가쪽대합실),서울특별시 용산구 한강대로 지하306,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
3691,3691,3691,성심여자중학교 (1층 보건실 입구),서울특별시 용산구 원효로19길 49 성심여자중학교,08:00~17:00,08:00~17:00,08:00~17:00,08:00~17:00,08:00~17:00,,,
3692,3692,3692,선린중학교 (본관1층 보건실 앞),서울특별시 용산구 원효로97길 33-4,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,,,
3693,3693,3693,"선린인터넷고등학교 (제2호관, 체육관)",서울특별시 용산구 원효로97길 33-4,07:30~20:30,07:30~20:30,07:30~20:30,07:30~20:30,07:30~20:30,,,
3694,3694,3694,서울한강초등학교 (본관 1층 인쇄실 옆),서울특별시 용산구 한강대로14길 9,08:30~16:30,08:30~16:30,08:30~16:30,08:30~16:30,08:30~16:30,,,
3695,3695,3695,서울청파초등학교 (1층 엘리베이터 앞),서울특별시 용산구 효창원로 228,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,,,
3696,3696,3696,서울원효초등학교 (1층 보건실 앞),서울특별시 용산구 효창원로13길 38,08:00~17:00,08:00~17:00,08:00~17:00,08:00~17:00,08:00~17:00,,,
3697,3697,3697,서울용암초등학교 (2층 보건실 벽면),서울특별시 용산구 녹사평대로60길 39,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,,,
3698,3698,3698,서울용산초등학교 (본관 1층 중앙현관),서울특별시 용산구 한강대로57길 33,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
3699,3699,3699,서울삼광초등학교 (본관1층 교무실 맞은편),서울특별시 용산구 두텁바위로1나길 19 서울 삼광초등학교,08:30~16:30,08:30~16:30,08:30~16:30,08:30~16:30,08:30~16:30,08:30~13:00,,
3700,3700,3700,서울보광초등학교 (본관 1층 교무실 앞),서울특별시 용산구 우사단로 20,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,08:30~12:30,,
3701,3701,3701,국립서울맹학교(용산) (1층 사감실 앞),"서울특별시 용산구 한강대로57길 5, 서울맹학교 (한강로2가)",00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
3702,3702,3702,서울드래곤시티호텔 (5층 피트니스 센터),서울특별시 용산구 청파로20길 95 서울드래곤시티호텔,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,
3703,3703,3703,서울드래곤시티호텔 (1층 그랜드머큐어 프론트 사무실),서울특별시 용산구 청파로20길 95 서울드래곤시티호텔,00:00~23:59,00:00~23:59,00:00~23:59,00:00~23:59,00:00~23:59,00:00~23:59,00:00~23:59,00:00~23:59
3704,3704,3704,서울드래곤시티호텔 (32층 SKY KINGDOM 내),서울특별시 용산구 청파로20길 95 서울드래곤시티호텔,00:00~23:59,00:00~23:59,00:00~23:59,00:00~23:59,00:00~23:59,00:00~23:59,00:00~23:59,00:00~23:59
3705,3705,3705,서울드래곤시티호텔 (26층 노보텔 사무실),서울특별시 용산구 청파로20길 95 서울드래곤시티호텔,00:00~23:59,00:00~23:59,00:00~23:59,00:00~23:59,00:00~23:59,00:00~23:59,00:00~23:59,00:00~23:59
3706,3706,3706,서울드래곤시티호텔 (1층 노보텔 프론트 사무실),서울특별시 용산구 청파로20길 95 서울드래곤시티호텔,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
3707,3707,3707,4호선 삼각지역 (고객안전실 10미터 앞),서울특별시 용산구 한강대로 지하180,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
3708,3708,3708,블루스퀘어 (인터파크 홀 1층 티켓부스),서울특별시 용산구 이태원로 294 블루스퀘어 (한남동),00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
3709,3709,3709,블루스퀘어 (인터파크 홀 B1 물품보관소),서울특별시 용산구 이태원로 294 블루스퀘어 (한남동),00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
3710,3710,3710,보성여자중학교 (1층 현관 입구),서울특별시 용산구 신흥로3가길 66,07:00~20:00,07:00~20:00,07:00~20:00,07:00~20:00,07:00~20:00,,00:00~24:00,
3711,3711,3711,백범김구기념관 (지하 1층 사무처),서울특별시 용산구 임정로 26,07:00~18:00,07:00~18:00,07:00~18:00,07:00~18:00,07:00~18:00,07:00~18:00,10:00~18:00,07:00~18:00
3712,3712,3712,백범김구기념관 (전시관1층),서울특별시 용산구 임정로 26,07:00~18:00,07:00~18:00,07:00~18:00,07:00~18:00,07:00~18:00,07:00~18:00,07:00~18:00,07:00~18:00
3713,3713,3713,배문중학교 (4층 화장실 좌측 벽면),서울특별시 용산구 효창원로 258,08:20~16:20,08:20~16:20,08:20~16:20,08:20~16:20,08:20~16:20,,,
3714,3714,3714,배문중학교 (1층 현관 입구),서울특별시 용산구 효창원로 258,08:20~16:20,08:20~16:20,08:20~16:20,08:20~16:20,08:20~16:20,,,
3715,3715,3715,6호선 녹사평역 (지하2층 고객안전실 앞),"서울특별시 용산구 녹사평대로 지하 195, 6호선 녹사평역 (용산동4가)",05:00~24:00,05:00~24:00,05:00~24:00,05:00~24:00,05:00~24:00,05:00~24:00,05:00~24:00,05:00~24:00
3716,3716,3716,남영동주민센터 (1층 민원실),서울특별시 용산구 두텁바위로 25,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,
3717,3717,3717,구립효창데이케어센터 (기관 입구),서울특별시 용산구 효창원로 146-12 구립효창데이케어센터,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,,,
3718,3718,3718,공항철도서울역 (지하3층 대합실 앞),서울특별시 용산구 청파로 378 공항철도 서울역 (동자동),00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
3719,3719,3719,공항철도서울역 (지하3층 환승통로),서울특별시 용산구 청파로 378 공항철도 서울역 (동자동),00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
3720,3720,3720,공항철도서울역 (지하7층 일반열차 승강장),서울특별시 용산구 청파로 378 공항철도 서울역 (동자동),00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
3721,3721,3721,공항철도서울역 (지하7층 직통열차 승강장),서울특별시 용산구 청파로 378 공항철도 서울역 (동자동),00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
3722,3722,3722,공항철도서울역 (지하2층 도심공항 터미널),서울특별시 용산구 청파로 378 공항철도 서울역 (동자동),00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
3723,3723,3723,갈월종합사회복지관 (2층 현관 엘리베이터 옆),서울특별시 용산구 두텁바위로 25,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,
3724,3724,3724,N서울타워 (전망대(5층 연결계단 부근)구호함),서울특별시 용산구 남산공원길 105 N서울타워,11:00~22:00,11:00~22:00,11:00~22:00,11:00~22:00,11:00~22:00,11:00~22:00,11:00~22:00,11:00~22:00
3725,3725,3725,(주)트랜스코스모스코리아 남영센터 (남영센터 21층 엘리베이터 홀),"서울특별시 용산구 원효로90길 11 (원효로1가, 용산더프라임)",09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,
3726,3726,3726,(주)트랜스코스모스코리아 남영센터 (남영센터 20층 엘리베이터 홀),"서울특별시 용산구 원효로90길 11 (원효로1가, 용산더프라임)",09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,
3727,3727,3727,(주)트랜스코스모스코리아 남영센터 (남영센터 15층 엘리베이터 홀),"서울특별시 용산구 원효로90길 11 (원효로1가, 용산더프라임)",09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,
3728,3728,3728,강동도서관 (1층 계단 앞),서울특별시 강동구 양재대로116길 57,,,,,,,,
3729,3729,3729,구립해공노인복지관 (본관 1층),서울특별시 강동구 천중로17길 42-16,,,,,,,,
3730,3730,3730,길동우성아파트 (관리사무소입구),서울특별시 강동구 천중로49길 58,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,,,
3731,3731,3731,온조대왕문화체육관 (2층 헬스장 입구),서울특별시 강동구 고덕로 285,06:00~22:00,06:00~22:00,06:00~22:00,06:00~22:00,06:00~22:00,09:30~17:30,,
3732,3732,3732,시립고덕양로원 (서울시립고덕양로원 2층 현관),서울특별시 강동구 고덕로 199,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
3733,3733,3733,한강현대아파트 (102동경비실),"서울특별시 강동구 올림픽로104길 42  (암사동, 한강현대아파트)",00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
