,Unnamed: 0,설치기관명,설치기관주소,소재지,월요일,화요일,수요일,목요일,금요일,토요일,일요일,공휴일,위도,경도
3248,3248,혜화여자고등학교 (2층 학생컴퓨터실 옆),서울특별시 강북구 인수봉로 127 (수유동),강북구,08:00~16:00,08:00~16:00,08:00~16:00,08:00~16:00,08:00~16:00,,,,37.6313084157842,127.013212021303
3249,3249,현대성우아파트 (관리사무소 입구),서울특별시 강북구 삼양로24길 19,강북구,00:00~23:59,00:00~23:59,00:00~23:59,00:00~23:59,00:00~23:59,00:00~23:59,00:00~23:59,00:00~23:59,37.6174496535601,127.021996503505
3250,3250,포근한병원 (4층 엘레베이터 옆),서울특별시 강북구 도봉로 266 포근한요양병원 (미아동),강북구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.6322985747098,127.02417309812
3251,3251,포근한병원 (8층 엘레베이터 앞),서울특별시 강북구 도봉로 266 포근한요양병원 (미아동),강북구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.6322985747098,127.02417309812
3252,3252,통일교육원 (제2교육관 1층 (통일교육자료센터 앞)),서울특별시 강북구 4.19로 123 (수유동),강북구,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,,,,37.6421442835294,127.002658469409
3253,3253,통일교육원 (본관 1층 계단 좌측),서울특별시 강북구 4.19로 123 (수유동),강북구,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,,,,37.6421442835294,127.002658469409
3254,3254,통일교육원 (1 교육관 1층 로비),서울특별시 강북구 4.19로 123 (수유동),강북구,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,,,,37.6421442835294,127.002658469409
3255,3255,천주교송천동성당 (1층 로비),서울특별시 강북구 삼양로 156 미아5동 천주교송천동성당 1층 교회로비,강북구,06:00~18:00,06:00~21:00,06:00~21:00,06:00~21:00,06:00~21:00,06:00~21:00,06:00~21:00,06:00~21:00,37.6178080489651,127.022091074441
3256,3256,창문여자고등학교 (4층 3학년 교무실),"서울특별시 강북구 월계로 61, 창문여자중고등학교 (미아동)",강북구,07:00~19:00,07:00~19:00,07:00~19:00,07:00~19:00,07:00~19:00,,,,37.6134009168268,127.035828005248
3257,3257,창문여자고등학교 (본관 1층 중앙복도 벽면),"서울특별시 강북구 월계로 61, 창문여자중고등학교 (미아동)",강북구,07:00~19:00,07:00~19:00,07:00~19:00,07:00~19:00,07:00~19:00,,,,37.6134009168268,127.035828005248
3258,3258,종로태평양약국 (약국입구),서울특별시 강북구 오패산로 130 종로태평양약국 (미아동),강북구,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,37.6135321169515,127.034256454097
3259,3259,조아약국 (출입구 대기의자 옆),서울특별시 강북구 도봉로13길 13 조아약국 (미아동),강북구,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,,,,37.6148424836442,127.029357850742
3260,3260,인수파출소 (인수파출소 998고7479 차량내),서울특별시 강북구 인수봉로 227 인수파출소 (수유동),강북구,00:00~23:59,00:00~23:59,00:00~23:59,00:00~23:59,00:00~23:59,00:00~23:59,00:00~23:59,00:00~23:59,37.6394398066975,127.012404041316
3261,3261,인수파출소 (인수파출소 998주 7010차량내),서울특별시 강북구 인수봉로 227 인수파출소 (수유동),강북구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.6394398066975,127.012404041316
3262,3262,인수파출소 (1층 출입문 오른쪽 벽면),서울특별시 강북구 인수봉로 227 인수파출소 (수유동),강북구,00:00~23:59,00:00~23:59,00:00~23:59,00:00~23:59,00:00~23:59,00:00~23:59,00:00~23:59,00:00~23:59,37.6394398066975,127.012404041316
3263,3263,유현초등학교 (보건실 내),서울특별시 강북구 인수봉로37길 24 (수유동),강북구,08:30~16:30,08:30~16:30,08:30~16:30,08:30~16:30,08:30~16:30,09:00~12:00,,,37.632286451855,127.011327052457
3264,3264,운산약국 (입구 옆),서울특별시 강북구 도봉로 260 운산약국 (미아동),강북구,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~14:00,,,37.6317067557155,127.024422935028
3265,3265,우이치안센터 (출입문 안쪽 옆 좌측 벽면),서울특별시 강북구 방학로 384-1 우이치안센터 (우이동),강북구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.6645948500718,127.011895027697
3266,3266,우이초등학교 (중앙현관기둥),서울특별시 강북구 삼양로99길 36 우이초등학교 (수유동),강북구,08:40~16:40,08:40~16:40,08:40~16:40,08:40~16:40,08:40~16:40,,,,37.6386058279529,127.014240485582
3267,3267,우이신설도시철도(강북) (솔샘역 대합실(상선)),서울특별시 강북구 삼양로181길 17 우이신설도시철도,강북구,05:00~24:00,05:00~24:00,05:00~24:00,05:00~24:00,05:00~24:00,05:00~24:00,05:00~24:00,05:00~24:00,37.665520102629,127.010578614704
3268,3268,우이신설도시철도(강북) (삼양사거리역 대합실(하선)),서울특별시 강북구 삼양로181길 17 우이신설도시철도,강북구,05:00~23:59,05:00~23:59,05:00~23:59,05:00~23:59,05:00~23:59,05:00~23:59,05:00~23:59,05:00~23:59,37.665520102629,127.010578614704
3269,3269,우이신설도시철도(강북) (삼양역 대합실(상선)),서울특별시 강북구 삼양로181길 17 우이신설도시철도,강북구,05:00~24:00,05:00~24:00,05:00~24:00,05:00~24:00,05:00~24:00,05:00~24:00,05:00~24:00,05:00~24:00,37.665520102629,127.010578614704
3270,3270,우이신설도시철도(강북) (화계역 상선 승강장),서울특별시 강북구 삼양로181길 17 우이신설도시철도,강북구,05:00~24:00,05:00~24:00,05:00~24:00,05:00~24:00,05:00~24:00,05:00~24:00,05:00~24:00,05:00~24:00,37.665520102629,127.010578614704
3271,3271,우이신설도시철도(강북) (가오리역 하선 승강장 교통카드 충전기 옆 벽면),서울특별시 강북구 삼양로181길 17 우이신설도시철도,강북구,05:00~24:00,05:00~24:00,05:00~24:00,05:00~24:00,05:00~24:00,05:00~24:00,05:00~24:00,05:00~24:00,37.665520102629,127.010578614704
3272,3272,우이신설도시철도(강북) (4.19민주묘지역 2번출구 쪽 게이트 우측벽면),서울특별시 강북구 삼양로181길 17 우이신설도시철도,강북구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.665520102629,127.010578614704
3273,3273,"우이신설도시철도(강북) (북한산우이역 2번출구 쪽 승강장, 화장실 앞)",서울특별시 강북구 삼양로181길 17 우이신설도시철도,강북구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.665520102629,127.010578614704
3274,3274,우이신설도시철도(강북) (차량기지 1층 엘레베이터 우측벽면),서울특별시 강북구 삼양로181길 17 우이신설도시철도,강북구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.665520102629,127.010578614704
3275,3275,우이신설도시철도(강북) (솔밭공원역 1번출구 쪽 역무원 부스 우측벽면),서울특별시 강북구 삼양로181길 17 우이신설도시철도,강북구,05:00~24:00,05:00~24:00,05:00~24:00,05:00~24:00,05:00~24:00,05:00~24:00,05:00~24:00,05:00~24:00,37.665520102629,127.010578614704
3276,3276,우이동푸르지오아파트 (노인정 내 우측 탁자 위),"서울특별시 강북구 삼양로149길 45 우이동푸르지오아파트 (우이동, 대우아파트)",강북구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.6547610630292,127.011203769439
3277,3277,오동공원현대홈타운 (관리사무소 밖 왼쪽 측벽),"서울특별시 강북구 오현로31길 89 오동공원 현대홈타운 (번동, 오동공원 현대홈타운)",강북구,,,,,,,,,37.631718783681,127.035584616345
3278,3278,오동골프클럽 (1층 정문 우측 벽면),서울특별시 강북구 오현로 117 강북오동골프클럽,강북구,06:00~23:00,06:00~23:00,06:00~23:00,06:00~23:00,06:00~23:00,06:00~23:00,05:30~22:00,06:00~23:00,37.6226365169422,127.036344100934
3279,3279,영훈국제중학교 (1층 현관 출잎문 옆(행정실 앞)),서울특별시 강북구 도봉로13가길 19 영훈국제중학교,강북구,08:00~16:00,08:00~16:00,08:00~16:00,08:00~16:00,08:00~16:00,,,,37.6146818749027,127.02809331872
3280,3280,영훈고등학교 (본관 중앙현관 입구),서울특별시 강북구 도봉로13가길 19,강북구,08:00~16:00,08:00~16:00,08:00~16:00,08:00~16:00,08:00~16:00,,,,37.6146818749027,127.02809331872
3281,3281,강북청소년센터 (1층 복도),서울특별시 강북구 4.19로 74 강북청소년수련관 (수유동),강북구,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~18:00,09:00~21:30,,37.6459890891427,127.006405787731
3282,3282,숭인치안센터 (책상 옆 캐비넷 위),서울특별시 강북구 도봉로 39 숭인치안센터 (미아동),강북구,00:00~23:59,00:00~23:59,00:00~23:59,00:00~23:59,00:00~23:59,00:00~23:59,00:00~23:59,00:00~23:59,37.6125132978332,127.029875891393
3283,3283,수유프라자약국 (출입문 우측 바닥),서울특별시 강북구 덕릉로 42 수유프라자약국 (수유동),강북구,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,,,,37.6340767469049,127.018229896408
3284,3284,수유초등학교 (2층 교무실 앞 복도벽면),서울특별시 강북구 삼양로74길 39 (수유동),강북구,08:30~16:30,08:30~16:30,08:30~16:30,08:30~16:30,08:30~16:30,,,,37.631249657314,127.020292410668
3285,3285,수유중학교 (중앙현관 본 교무실 옆),서울특별시 강북구 인수봉로37길 40 (수유동),강북구,09:00~16:00,09:00~16:00,09:00~16:00,09:00~16:00,09:00~16:00,,,,37.6312894231046,127.010319655123
3286,3286,수유대학약국 (진열대 위),서울특별시 강북구 삼양로 431-1 수유대학약국 (수유동),강북구,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~15:00,,,37.6420234286922,127.016429502362
3287,3287,수유6치안센터 (출입문 안쪽 옆 벽면),서울특별시 강북구 삼양로 457 수유6치안센터 (수유동),강북구,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,,37.6442055210191,127.015779369092
3288,3288,수유3파출소 (수유3파출소 998주 7006 52호 내부),서울특별시 강북구 한천로150길 76 수유3파출소 (수유동),강북구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.6443352147613,127.026584681492
3289,3289,수유3파출소 (수유3파출소 998주 7020 53호),서울특별시 강북구 한천로150길 76 수유3파출소 (수유동),강북구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.6443352147613,127.026584681492
3290,3290,수유3파출소 (수유3파출소 998주 7018 51호 순찰차 내부),서울특별시 강북구 한천로150길 76 수유3파출소 (수유동),강북구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.6443352147613,127.026584681492
3291,3291,수유3파출소 (조사실 안),서울특별시 강북구 한천로150길 76 수유3파출소 (수유동),강북구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.6443352147613,127.026584681492
3292,3292,수유2파출소 (수유2파출소 988주 7013 경찰차 내부/42호),서울특별시 강북구 삼각산로 115 수유2파출소 (수유동),강북구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.6409214297195,127.017097860052
3293,3293,수유2파출소 (수유2파출소 998주 7008 경찰차 내부/41호),서울특별시 강북구 삼각산로 115 수유2파출소 (수유동),강북구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.6409214297195,127.017097860052
3294,3294,수유2파출소 (출입문 안 소장님 쪽 벽면),서울특별시 강북구 삼각산로 115 수유2파출소 (수유동),강북구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.6409214297195,127.017097860052
3295,3295,수유1파출소 (998주7009 경찰차 내부),서울특별시 강북구 삼양로 305 수유1파출소 (수유동),강북구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.6306754435128,127.017581288566
3296,3296,수유1동주민센터 (주민센터 입구),"서울특별시 강북구 삼양로 299, 수유1동 주민센터 (수유동)",강북구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.63005160395,127.017559390621
3297,3297,수송초등학교 (보건실 출입문 좌측벽면),서울특별시 강북구 한천로124길 14 (번동),강북구,08:40~16:40,08:40~16:40,08:40~16:40,08:40~16:40,08:40~16:40,,,,37.6373144075316,127.032917771185
3298,3298,수송중학교 (1층 현관 입구 좌측 벽면),서울특별시 강북구 한천로122길 21 수송중학교,강북구,08:00~16:00,08:00~16:00,08:00~16:00,08:00~16:00,08:00~16:00,,,,37.6367599332935,127.03358552315
3299,3299,솔샘지구대 (솔샘지구대 998주7014 경찰차 내부(21호)),서울특별시 강북구 오현로 4 솔샘지구대 (미아동),강북구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.6163094791984,127.030400810226
3300,3300,솔샘지구대 (솔샘지구대 998주7007 경찰차 내부(22호)),서울특별시 강북구 오현로 4 솔샘지구대 (미아동),강북구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.6163094791984,127.030400810226
3301,3301,솔샘지구대 (출입문 안 우측 벽면),서울특별시 강북구 오현로 4 솔샘지구대 (미아동),강북구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.6163094791984,127.030400810226
3302,3302,솔샘문화정보도서관 (1층 현관 앞),서울특별시 강북구 솔샘로 177 솔샘문화정보도서관 (미아동),강북구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.6204776505226,127.012402476037
3303,3303,세계로약국 (안내데스크 옆 좌측 하단부),서울특별시 강북구 도봉로 253 세계로약국 (수유동),강북구,08:30~19:30,08:30~19:30,08:30~19:30,08:30~19:30,08:30~19:30,08:30~15:00,,,37.6310225460872,127.023987912301
3304,3304,성암국제무역고등학교 (제 1교무실 앞 벽면),서울특별시 강북구 도봉로29길 52,강북구,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,37.6204135324231,127.023905892641
3305,3305,서울효정학교 (1층 복도),서울특별시 강북구 삼양로63길 33 서울효정학교 (미아동),강북구,08:30~16:30,08:30~16:30,08:30~16:30,08:30~16:30,08:30~16:30,,,,37.6271295359435,127.016222202675
3306,3306,서울화계초등학교 (2층 보건실 앞),서울특별시 강북구 솔매로50가길 25 서울화계초등학교,강북구,09:00~16:40,09:00~16:40,09:00~16:40,09:00~16:40,09:00~16:40,09:00~12:00,,,37.6238849781413,127.02971619019
3307,3307,서울특별시성북강북교육지원청 (본관 1층 로비 좌측 벽면),서울특별시 강북구 솔매로50길 65 서울특별시성북강북교육지원청 (미아동),강북구,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,,37.6239060237598,127.028405016588
3308,3308,서울정인학교 (2층 보건실 옆),서울특별시 강북구 인수봉로 119-20 정인학교,강북구,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,,,,37.6309568080471,127.011923763883
3309,3309,서울애화학교 (언어치료실(별관복도)),서울특별시 강북구 솔매로52길 31 (미아동),강북구,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,,,,37.6252495068956,127.029057335751
3310,3310,강북청소년드림센터 (1층 현관),서울특별시 강북구 한천로140길 5-26 강북청소년드림센터,강북구,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,,37.6404244352725,127.026836744758
3311,3311,서울삼양초등학교 (제1도서관 (후관 1층)),서울특별시 강북구 삼양로49길 17,강북구,08:40~16:40,08:40~16:40,08:40~16:40,08:40~16:40,08:40~16:40,,,,37.6232955761621,127.016149099325
3312,3312,서울삼양초등학교 (보건실 내),서울특별시 강북구 삼양로49길 17,강북구,08:40~16:40,08:40~16:40,08:40~16:40,08:40~16:40,08:40~16:40,,,,37.6232955761621,127.016149099325
3313,3313,미양초등학교 (본관 1층 중앙계단 거울 옆),서울특별시 강북구 솔샘로 195 (미아동),강북구,08:30~16:40,08:30~16:40,08:30~16:40,08:30~16:40,08:30~16:40,,,,37.6215324222942,127.014133356491
3314,3314,수유역 (수유역 B1층 8번 출구 좌 옆 10M 벽면),서울특별시 강북구 도봉로 지하 338 수유역 (수유동),강북구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.6377452337445,127.025356901379
3315,3315,서울강북경찰서 (종합민원실 내),서울특별시 강북구 오패산로 406 강북경찰서 (번동),강북구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.6371702113794,127.02704154856
3316,3316,서울강북경찰서 (유치장 내 안쪽 옆 벽면),서울특별시 강북구 오패산로 406 강북경찰서 (번동),강북구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.6371702113794,127.02704154856
3317,3317,서라벌중학교 (자기주도 학습실 옆),서울특별시 강북구 삼양로155길 37-9 (우이동),강북구,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,,,,37.6569840292148,127.011488328327
3318,3318,삼화온누리약국 (진열대 위),서울특별시 강북구 도봉로 196 삼화온누리약국 (미아동),강북구,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~17:00,,,37.6261436910197,127.026574236378
3319,3319,삼일사우나 (여탕 입구 좌측),"서울특별시 강북구 삼양로24길 19 지하 삼일사우나 (미아동, 현대성우아파트)",강북구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.6174496535601,127.021996503505
3320,3320,삼양파출소 (삼양파출소 998주7024 경찰차 내부(92호)),서울특별시 강북구 삼양로 239 삼양파출소,강북구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.624759561085,127.018205644798
3321,3321,삼양파출소 (파출소 내 오른쪽 벽면),서울특별시 강북구 삼양로 239 삼양파출소,강북구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.624759561085,127.018205644798
3322,3322,삼각산중학교 (1층 보건실 출입구 벽보건실 밖),서울특별시 강북구 삼양로19길 141,강북구,08:00~16:00,08:00~16:00,08:00~16:00,08:00~16:00,08:00~16:00,,,,37.6160412359101,127.014342650437
3323,3323,북한산국립공원우이분소 (관리사무실 안쪽거점용),서울특별시 강북구 삼양로173길 120 북한산국립공원 우이분소,강북구,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,37.6609263841141,127.006518364305
3324,3324,북한산국립공원우이분소 (우이탐방지원센터 사무실 안쪽),서울특별시 강북구 삼양로173길 120 북한산국립공원 우이분소,강북구,09:00~17:00,09:00~17:00,09:00~17:00,09:00~17:00,09:00~17:00,09:00~17:00,09:00~17:00,09:00~17:00,37.6609263841141,127.006518364305
3325,3325,북한산국립공원우이분소 (관리사무실 안쪽),서울특별시 강북구 삼양로173길 120 북한산국립공원 우이분소,강북구,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,37.6609263841141,127.006518364305
3326,3326,북한산국립공원 수유분소 (수유분소 둘레길탐방안내센터 입구  1층 내부),서울특별시 강북구 4.19로28길 10 북한산국립공원 수유분소,강북구,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,37.6432020453552,127.00236425049
3327,3327,북한산국립공원 특수산악구조대 (백운봉 암문),서울특별시 강북구 삼양로173길 120 북한산국립공원 인수구조대 (우이동),강북구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.6609263841141,127.006518364305
3328,3328,북한산국립공원 특수산악구조대 (인수구조대),서울특별시 강북구 삼양로173길 120 북한산국립공원 인수구조대 (우이동),강북구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.6609263841141,127.006518364305
3329,3329,북한산국립공원 특수산악구조대 (병풍바위),서울특별시 강북구 삼양로173길 120 북한산국립공원 인수구조대 (우이동),강북구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.6609263841141,127.006518364305
3330,3330,북한산국립공원 특수산악구조대 (인수구조대),서울특별시 강북구 삼양로173길 120 북한산국립공원 인수구조대 (우이동),강북구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.6609263841141,127.006518364305
3331,3331,북한산국립공원 특수산악구조대 (인수구조대),서울특별시 강북구 삼양로173길 120 북한산국립공원 인수구조대 (우이동),강북구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.6609263841141,127.006518364305
3332,3332,북서울꿈의숲아트센터 (라포레스타 내),서울특별시 강북구 월계로 173 북서울꿈의숲,강북구,,11:00~21:00,11:00~21:00,11:00~21:00,11:00~21:00,11:00~21:00,11:00~21:00,11:00~21:00,37.6202544613023,127.044324732036
3333,3333,번동한진아파트 (상가 건물3층 관리사무소 옆 남자화장실 앞),"서울특별시 강북구 월계로37길 65 (번동, 번동한진아파트)",강북구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.6243959057743,127.045127385385
3334,3334,번동프라자약국 (출입문 우측 거울 앞),서울특별시 강북구 한천로 940 번동프라자약국 (번동),강북구,10:00~21:30,10:00~21:30,10:00~21:30,10:00~21:30,10:00~21:30,,,,37.6348400645376,127.035597434114
3335,3335,번동평화교회 (교회 현관 오른쪽 벽면),"서울특별시 강북구 오현로 186, 번동 평화교회 (번동)",강북구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.6281390272538,127.039150659592
3336,3336,번동파출소 (번동파출소 998주 7002 경찰차 내부72호),서울특별시 강북구 한천로 969 번동파출소 (번동),강북구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.6359777996055,127.032580241056
3337,3337,번동파출소 (번동파출소 998주 7004 경찰차 내부71호),서울특별시 강북구 한천로 969 번동파출소 (번동),강북구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.6359777996055,127.032580241056
3338,3338,번동파출소 (번동파출소 998주 7017 경찰차 내부73호),서울특별시 강북구 한천로 969 번동파출소 (번동),강북구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.6359777996055,127.032580241056
3339,3339,번동파출소 (출입문 안 우측벽면),서울특별시 강북구 한천로 969 번동파출소 (번동),강북구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.6359777996055,127.032580241056
3340,3340,번동중학교 (1층 엘레베이터 맞은편),서울특별시 강북구 오현로35길 87 번동중학교,강북구,08:30~16:30,08:30~16:30,08:30~16:30,08:30~16:30,08:30~16:30,,,,37.6324556910711,127.036206363566
3341,3341,번동삼성아파트 (5-6라인 경비초소),"서울특별시 강북구 도봉로98길 33 번동삼성래미안아파트 (번동, 삼성아파트)",강북구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.6413012911597,127.0315024438
3342,3342,번동동문아파트 (2층 관리사무소 출입문 좌측 벽면),"서울특별시 강북구 오현로 128 번동 동문아파트 (번동, 번동동문아파트)",강북구,00:00~23:59,00:00~23:59,00:00~23:59,00:00~23:59,00:00~23:59,00:00~23:59,00:00~23:59,00:00~23:59,37.6241046118005,127.037977142437
3343,3343,번동기산그린아파트 (관리사무소 입구 우측벽면),서울특별시 강북구 월계로37길 137 번동기산그린아파트,강북구,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,,37.627170859251,127.043435610265
3344,3344,번동금호어울림아파트 (2층 관리사무소 안 정면),"서울특별시 강북구 오현로31길 85-7 관리사무소(안) 2층 (번동, 번동금호어울림)",강북구,00:00~23:59,00:00~23:59,00:00~23:59,00:00~23:59,00:00~23:59,00:00~23:59,00:00~23:59,00:00~23:59,37.6306779199444,127.035732526464
3345,3345,번3파출소 (번3파출소 998주7003 경찰차 내부),서울특별시 강북구 월계로 227 번3파출소 (번동),강북구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.6236254564886,127.048129996352
3346,3346,번3파출소 (파출소 내),서울특별시 강북구 월계로 227 번3파출소 (번동),강북구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.6236254564886,127.048129996352
3347,3347,미양중학교 (지하1층 관리실 앞),서울특별시 강북구 인수봉로 39 미양중학교,강북구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.6236671693342,127.012179171162
3348,3348,미양고등학교 (2층 엘리베이터 우측 벽면),서울특별시 강북구 인수봉로 39 (미아동),강북구,07:00~18:00,07:00~18:00,07:00~18:00,07:00~18:00,07:00~18:00,,,,37.6236671693342,127.012179171162
3349,3349,미아현대아파트 (아파트 정문 입구),서울특별시 강북구 도봉로68길 22,강북구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.6311489556465,127.025693957745
3350,3350,미아한일유앤아이아파트 (관리사무소입구),서울특별시 강북구 월계로21가길 41,강북구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.6157142870773,127.036733080199
