,Unnamed: 0,설치기관명,설치기관주소,소재지,월요일,화요일,수요일,목요일,금요일,토요일,일요일,공휴일,위도,경도
5539,5540,광장현대8단지아파트 (803동 경비초소),"서울특별시 광진구 아차산로 522 (광장동, 현대아파트)",광진구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.54180907842,127.098983289211
5540,5541,서울월곡초등학교 (본관 1층 교무실 내부),서울특별시 성북구 장월로3길 42,성북구,08:30~16:30,08:30~16:30,08:30~16:30,08:30~16:30,08:30~16:30,,,,37.6100244163153,127.046081036716
5541,5542,성북역신도브래뉴 (경비실),서울특별시 노원구 광운로19길 38,노원구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.6231554284374,127.059188141024
5542,5543,월계청백1단지 (관리사무소),서울특별시 노원구 초안산로 89,노원구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.6358329336481,127.051919208479
5543,5544,종로아이들극장 (매표소 옆),서울특별시 종로구 성균관로 91 국민생활관 신관,종로구,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,,37.5904605532487,126.998798555145
5544,5545,통일부 (6층(605호) 벽면),"서울특별시 종로구 세종대로 209 정부서울청사 6, 7층",종로구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.5749078897065,126.975207341063
5545,5546,아시아퍼시픽국제외국인학교 (2층 보건실(210호)),서울특별시 노원구 월계로45가길 57,노원구,08:00~17:00,08:00~17:00,08:00~17:00,08:00~17:00,08:00~17:00,,,,37.6312069854896,127.050296196373
5546,5547,북한산국립공원구기분소 (향로봉지킴터),서울특별시 종로구 비봉2길 90,종로구,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,37.6161491707378,126.961774775469
5547,5548,광운대역 (고객지원실 옆),서울특별시 노원구 석계로 98-2,노원구,,,,,,,00:00~24:00,,37.6230335564713,127.06176348127
5548,5549,삼육대학교 (생활관-살렘관),서울특별시 노원구 화랑로 815,노원구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.643357369067,127.108850343184
5549,5550,정릉중앙하이츠아파트 (2동 입구 경비초소),서울특별시 성북구 보국문로32길 53 (정릉동),성북구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.6193747499376,127.002305727976
5550,5551,문래힐스테이트아파트 (정문 101동 앞 관제실),서울특별시 영등포구 문래로 82 문래힐스테이트아파트,영등포구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.5191929107989,126.891033453832
5551,5552,월곡중학교 (1층 행정실 맞은편),서울특별시 성북구 장월로 6 (상월곡동),성북구,07:00~20:00,07:00~20:00,07:00~20:00,07:00~20:00,07:00~20:00,07:00~10:00,07:00~10:00,07:00~10:00,37.6069816253061,127.048258795639
5552,5553,여의도자이아파트 (201동 로비),서울특별시 영등포구 여의동로3길 10 여의도자이아파트,영등포구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.5181172905531,126.925195988034
5553,5554,여의도자이아파트 (401동로비),서울특별시 영등포구 여의동로3길 10 여의도자이아파트,영등포구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.5181172905531,126.925195988034
5554,5555,대림신동아아파트(대림3동) (정문초소),서울특별시 영등포구 대림로31길 40,영등포구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.4958697151565,126.894639992132
5555,5556,신길삼환아파트(신길7동) (CCTV실),서울특별시 영등포구 여의대방로43라길 9,영등포구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.5084488181698,126.919207367625
5556,5557,당산삼성래미안4차아파트(당산동5가) (관리사무소),서울특별시 영등포구 당산로 214,영등포구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.5329312320335,126.902834034778
5557,5558,문래자이아파트 (관리사무소 1층 계단 앞),"서울특별시 영등포구 당산로4길 12 (문래동3가, 문래자이)",영등포구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.5162757506262,126.897390411182
5558,5559,당산푸르지오아파트 (지하 1층 관리사무소 내 복사기 옆 칸막이 뒤쪽 벽),서울특별시 영등포구 영중로 154,영등포구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.5311883385355,126.906066799795
5559,5560,영등포경찰서 (중앙현관옆),서울특별시 영등포구 국회대로 608,영등포구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.5259893677858,126.901193281879
5560,5561,신풍지구대(영등포) (지구대 내 우측 벽면),서울특별시 영등포구 대방천로 195 신풍지구대,영등포구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.4990895649306,126.912786804025
5561,5562,문래지구대(영등포) (1층 상담실),서울특별시 영등포구 경인로 759 문래지구대,영등포구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.5135821557429,126.897650067059
5562,5563,용문중학교 (2층 교무실 입구),서울특별시 성북구 인촌로17가길 46 (안암동2가),성북구,08:30~16:30,08:30~16:30,08:30~16:30,08:30~16:30,08:30~16:30,,,,37.5887,127.0245
5563,5564,햇살보금자리 (2층 사무실 내),서울특별시 영등포구 국회대로54길 41-16 햇살보금자리,영등포구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,15:00~31:00,15:00~31:00,15:00~31:00,37.5220909118695,126.910459230618
5564,5565,서울시립영등포보현종합지원센터 (희망지원센터),서울특별시 영등포구 경인로102길 10(영등포동),영등포구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.5157716608433,126.905967244205
5565,5566,시립노원노인종합복지관 (2층 복도),서울특별시 노원구 노원로16길 15,노원구,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,,37.6434450655049,127.073337208198
5566,5567,중구보건소중림동보건분소 (1층 민원대기실),서울특별시 중구 서소문로6길 16 1층,중구,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,00:00~24:00,,37.559430257461,126.966259528781
5567,5568,당산동성당 (사무실 앞),서울특별시 영등포구 당산로28길 11,영등포구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.5249254788745,126.898029838734
5568,5569,서울다솜관광고등학교 (보건실입구 복도),서울특별시 종로구 종로58길 30,종로구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.5721095475785,127.01741265638
5569,5570,골든서울호텔 (1층 로비),서울특별시 강서구 공항대로 663 1층 로비,강서구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.5479085073574,126.878116558334
5570,5571,가양6단지아파트 (관리사무실),서울특별시 강서구 허준로 175 관리사무실,강서구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.5637580924465,126.85928943925
5571,5572,등촌대림아파트 (관리사무실),서울특별시 강서구 공항대로39길 100 관리사무실,강서구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.5636169050906,126.847393103837
5572,5573,왕십리풍림아이원아파트 (관리사무소),서울특별시 성동구 난계로 84 관리사무소,성동구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.5591314196289,127.024079949145
5573,5574,성수쌍용아파트 (관리사무소),서울특별시 성동구 상원길 59 관리사무소,성동구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.5492995938354,127.047888427301
5574,5575,종로노인종합복지관 (1층로비),서울특별시 종로구 이화동,종로구,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,,37.5769946840179,127.004338052474
5575,5576,혜화경찰서 (4층 중앙복도),"서울특별시 종로구 창경궁로 112-16, 서울혜화경찰서 (인의동)",종로구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.5717676404547,126.999273268519
5576,5577,혜화경찰서 (본관 2층),"서울특별시 종로구 창경궁로 112-16, 서울혜화경찰서 (인의동)",종로구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.5717676404547,126.999273268519
5577,5578,혜화경찰서 (별관 식당동 1층),"서울특별시 종로구 창경궁로 112-16, 서울혜화경찰서 (인의동)",종로구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.5717676404547,126.999273268519
5578,5579,아름꿈도서관 (2층복도 계단 앞),서울특별시 종로구 종로58가길 19,종로구,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,00:00~24:00,10:00~19:00,37.5726963187211,127.017117455617
5579,5580,창경궁관리소 (대온실 인근),"서울특별시 종로구 창경궁로 185, 창경궁 (와룡동)",종로구,,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,37.5776239475981,126.993841430623
5580,5581,을지지구대 (서울중부경찰서) (1층 내부 출입구 좌측),"서울특별시 중구 을지로 234, 을지지구대 (을지로5가)",중구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.5664750388987,127.003942069544
5581,5582,풍림스페이스본 (1단지 방재실),"서울특별시 종로구 사직로8길 4 (사직동, 광화문 풍림스페이스본)",종로구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.5746716527447,126.968429762772
5582,5583,풍림스페이스본 (1단지 생활지원센터),"서울특별시 종로구 사직로8길 4 (사직동, 광화문 풍림스페이스본)",종로구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.5746716527447,126.968429762772
5583,5584,풍림스페이스본 (106동 방재실),"서울특별시 종로구 사직로8길 4 (사직동, 광화문 풍림스페이스본)",종로구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.5746716527447,126.968429762772
5584,5585,금호초등학교 (본관1층 보건실),서울특별시 성동구 무수막길 69 (금호동2가),성동구,09:00~17:00,09:00~17:00,09:00~17:00,09:00~17:00,09:00~17:00,00:01~00:02,00:01~00:02,00:01~00:02,37.5518979414195,127.020752859362
5585,5586,"수도방위사령부제1경비단(인왕중대 인왕1,2초소) (인왕산 입구 군부대 사무실 안(인왕1,2초소))",서울특별시 종로구 통일로18가길 16,종로구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.5785156071445,126.959689933973
5586,5587,서울예술고등학교 (본관 보건실 옆),서울특별시 종로구 평창문화로 70 (평창동),종로구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.6057568225162,126.967890699043
5587,5588,배화여자고등학교 (보건실 옆 복도),서울특별시 종로구 필운대로1길 34 (필운동),종로구,07:50~16:00,07:50~16:00,07:50~16:00,07:50~16:00,07:50~16:00,,,,37.5795440101952,126.967291871532
5588,5589,대신고등학교 (본관1층 교무실 옆),서울특별시 종로구 사직로 9 (행촌동),종로구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,37.573123769216,126.96125454884
